rat_type ,gtpu_access_tunnel_ip, cell_type ,cell_name,cell_site, loc_eci   ,latitude,longitude, cd_call_id ,s_dl_rtcp_mos, c_dl_rtcp_mos , s_ul_rtcp_mos     , c_ul_rtcp_mos 
 6        , 100.99.254.114        , OM        , 404-97-888378-2  , UW_E_F3_OM_DEH119B_B   , 227424770 , 30.31689 , 78.02552          , 31         , 245.655234        , 61            , 267.792974        , 61            
 6        , 100.99.254.114        , OM         , 404-97-509367-63 , UW_E_F5_OM_DEH41D_D    , 130398015 , 30.32738 , 78.02964          , 2          , 8.698962          , 2             , 4.394121          , 2             
 6        , 100.99.254.114        , OM         , 404-97-91485-23  , UW_E_T2_OM_DEH20D_D   , 23420183  , 30.32111 , 78.0214           , 1          , 4.381449          , 1             , 4.37597           , 1             
 6        , 100.99.254.114        , OM        , 404-97-595841-31 , UW_E_F1_OM_DEH189B_B  , 152535327 , 30.30107 , 78.02782999999999 , 1          , 4.387635          , 1             , 4.395514          , 1             
 6        , 100.99.254.114        , Other      , Other            , Other                  , 15646740  , 0        , 0                 , 2          , 8.780080999999999 , 2             , 8.777554          , 2             
 6        , 100.99.254.114        , OM        , 404-97-91484-91  , UW_E_T1_OM_DEH36B_B    , 23419995  , 30.3111  , 78.02106000000001 , 7          , 43.833289         , 10            , 43.82415899999999 , 10            
 6        , 100.99.254.114        , OM         , 404-97-500122-32 , UW_E_F1_OM_DEH929C_C  , 128031264 , 30.26286 , 78.08707          , 1          , 4.387049          , 1             , 4.377618          , 1             
 6        , 100.99.254.114        , OM         , 404-97-93484-3   , UW_E_F3_OM_DEH72C_C    , 23931907  , 30.31823 , 78.03431999999999 , 2          , 30.764303         , 7             , 30.786616         , 7             
 6        , 100.99.254.114        , OM        , 404-97-596222-32 , UW_E_F1_OM_DEH698C_C   , 152632864 , 30.28827 , 77.99973          , 1          , 8.781502          , 2             , 8.798280999999999 , 2             
 6        , 100.99.254.114        , OM        , 404-97-91941-90  , UW_E_T1_OM_DEH299A_A  , 23536986  , 30.32654 , 78.03671          , 1          , 4.393082           , 1             , 4.401543          , 1             
 6        , 100.99.254.114        , OM        , 404-97-92247-90  , UW_E_T1_OM_DEH170A_A  , 23615322  , 30.31586 , 78.0108           , 1          , 4.279243          , 1             , 4.377273          , 1             
 6        , 100.99.254.114        , OM        , 404-97-91485-90  , UW_E_T1_OM_DEH20A_A   , 23420250  , 30.32111 , 78.0214           , 4          , 34.98872          , 8             , 34.844925         , 8             
 6        , 100.99.254.114        , OM         , 404-97-571979-61 , UW_E_F5_OM_DEH375B_B   , 146426685 , 30.32895 , 78.01940999999999 , 1          , 8.764664          , 2             , 8.748847999999999 , 2             
 6        , 100.99.254.114        , OM        , 404-97-503177-31 , UW_E_F1_OM_DEH818B_B   , 128813343 , 30.32029 , 78.03216          , 10         , 87.79676499999999 , 20            , 83.46695700000001 , 20            
 6        , 100.99.254.114        , ULS        , 404-97-60231-91  , UW_E_T1_HS_DEHM78B_B  , 15419227  , 30.32513 , 78.04276          , 1          , 4.364109          , 1             , 4.38533           , 1             
 6        , 100.99.254.114        , OM         , 404-97-596951-32 , UW_E_F1_OM_DEH119C_C  , 152819488 , 30.31689 , 78.02552          , 7          , 74.58174700000001 , 17            , 74.614797         , 17            
 6        , 100.99.254.114        , OM        , 404-97-91424-20  , UW_E_T2_OM_DEH03A_A   , 23404564  , 30.31747 , 78.02889999999999 , 67         , 1211.304077       , 286           , 1198.635488       , 286           
 6        , 100.99.254.114        , OM         , 404-97-91424-22  , UW_E_T2_OM_DEH03C_C   , 23404566  , 30.31747 , 78.02889999999999 , 27         , 190.083723        , 45            , 179.912399        , 45            
 6        , 100.99.254.114        , OM        , 404-97-92402-22  , UW_E_T2_OM_DEH70C_C   , 23654934  , 30.31048 , 78.02806          , 1          , 4.386465          , 1             , 4.380555          , 1             
 6        , 100.99.254.114        , Macro     , 404-97-888378-82 , UW_ZQ_T2_OM_DEH119C_C , 227424850 , 30.31689 , 78.02552          , 10         , 113.735844        , 26            , 113.694312        , 26            
 6        , 100.99.254.114        , Other     , Other            , Other                  , 150856742 , 0        , 0                 , 1          , 4.390713          , 1             , 4.400563          , 1             
 6        , 100.99.254.114        , OM        , 404-97-91485-20  , UW_E_T2_OM_DEH20A_A   , 23420180  , 30.32111 , 78.0214           , 2          , 8.771768000000002 , 2             , 8.753878          , 2             
 6        , 100.99.254.114        , ULS       , 404-97-61311-92  , UW_E_T1_HS_DEHM16C_C  , 15695708  , 30.31957 , 78.02862          , 20         , 320.292722        , 74            , 324.490435        , 74            
 6        , 100.99.254.114        , OM        , 404-97-592402-30 , UW_E_F1_OM_DEH70A_A    , 151654942 , 30.31048 , 78.02806          , 3          , 13.176434         , 3             , 13.179907         , 3             
 6        , 100.99.254.114        , ULS       , 404-97-60674-30  , UW_E_F1_OM_DEHM190A_A , 15532574  , 30.32061 , 78.01566          , 2          , 13.167128         , 3             , 13.12356          , 3             
 6        , 100.99.254.114        , OM        , 404-97-92253-3   , UW_E_F3_OM_DEH49C_C   , 23616771  , 30.28254 , 78.09472          , 1          , 4.381514          , 1             , 4.38731           , 1             
 6        , 100.99.254.114        , OM         , 404-97-92232-21  , UW_E_T2_OM_DEH354B_B  , 23611413  , 30.30198 , 78.01082          , 1          , 8.773140999999999  , 2             , 8.783387999999999 , 2             
 6        , 100.99.254.114        , OM        , 404-97-596540-32 , UW_E_F1_OM_DEH330C_C  , 152714272 , 30.31457 , 78.03167000000001 , 4          , 17.418723         , 5             , 21.897381         , 5             
 6        , 100.99.254.114        , OM        , 404-97-593623-32 , UW_E_F1_OM_DEH329C_C  , 151967520 , 30.31872 , 78.03976          , 3          , 39.37765399999999 , 9             , 39.370064         , 9             
 6        , 100.99.254.114        , OM        , 404-97-591721-32 , UW_E_F1_OM_DEH59C_C   , 151480608 , 30.29737 , 78.06863          , 1          , 8.777751          , 2             , 8.758534000000001 , 2             
 6        , 100.99.254.114        , OM        , 404-97-584908-32 , UW_E_F1_OM_DEH688C_C  , 149736480 , 30.31544 , 78.0489           , 1          , 4.387632          , 1             , 4.386064          , 1             
 6        , 100.99.254.114        , MACRO     , 404-97-56523-31  , UW_E_F1_OM_DEH88B_B    , 14469919  , 30.31852 , 78.02478000000001 , 23         , 494.899934        , 114           , 500.214297        , 114           
 6        , 100.99.254.114        , OM        , 404-97-91485-93  , UW_E_T1_OM_DEH20D_D    , 23420253  , 30.32111 , 78.0214           , 1          , 4.394422          , 1             , 4.386032          , 1             
 6        , 100.99.254.114        , OM        , 404-97-596419-32 , UW_E_F1_OM_DEH137C_C  , 152683296 , 30.33555 , 77.95663          , 1          , 8.774412000000002 , 2             , 8.769214999999999 , 2             
 6        , 100.99.254.114        , OM        , 404-97-591427-61 , UW_E_F5_IM_DEH06B_B   , 151405373 , 30.30376 , 78.01237          , 1          , 4.393581          , 1             , 4.392549          , 1             
 6        , 100.99.254.114        , OM        , 404-97-91427-3   , UW_E_F3_OM_DEH06C_C   , 23405315  , 30.30376 , 78.01237          , 1          , 8.779630000000001 , 2             , 8.759568          , 2             
 6        , 100.99.254.114        , OM        , 404-97-93378-91  , UW_E_T1_OM_DEH138B_B   , 23904859  , 30.3243  , 78.00642999999999 , 1          , 4.391765          , 1             , 4.362404          , 1             
 6        , 100.99.254.114        , OM        , 404-97-888385-91 , UW_E_T1_OM_DEH67B_B    , 227426651 , 30.33408 , 78.04111          , 1          , 4.396968          , 1             , 4.401188          , 1             
 6        , 100.99.254.114        , OM        , 404-97-91416-20  , UW_E_T2_OM_DEH60A_A   , 23402516  , 30.30988 , 78.03695999999999 , 1          , 4.393066          , 1             , 4.398208          , 1             
 6        , 100.99.254.114        , OM        , 404-97-592728-61 , UW_E_F5_OM_DEH208B_B  , 151738429 , 30.30837 , 78.04919          , 1          , 4.397101          , 1             , 4.392859          , 1             
 6        , 100.99.254.114        , OM        , 404-97-91416-26  , UW_E_T2_OM_DEH60C_N    , 23402522  , 30.30988 , 78.03695999999999 , 1          , 4.388762          , 1             , 4.391612          , 1             
 6        , 100.99.254.114        , IB        , 404-97-94534-21  , UW_E_T2_IB_IPEL01B_B   , 24200725  , 30.30425 , 78.01983          , 1          , 4.383348          , 1             , 4.352525          , 1             
 6        , 100.99.254.114        , OM        , 404-97-596559-32 , UW_E_F1_OM_IDON02C_C  , 152719136 , 30.30712 , 78.01495          , 1          , 4.38791           , 1             , 4.38498           , 1             
 6        , 100.99.254.114        , OM        , 404-97-830648-20 , UW_E_T2_OM_DEH430A_A   , 212645908 , 30.313   , 78.0274           , 3          , 17.566721         , 4             , 17.548749         , 4             
 6        , 100.99.254.114        , OM         , 404-97-503177-30 , UW_E_F1_OM_DEH818A_A   , 128813342 , 30.32029 , 78.03216          , 2          , 8.758335000000001 , 2             , 8.766013000000001 , 2             
 6        , 100.99.254.114        , OM         , 404-97-593484-31 , UW_E_F1_OM_DEH72B_B   , 151931935 , 30.31823 , 78.03431999999999 , 1          , 4.394008          , 1             , 4.391306          , 1             
 6        , 100.99.254.114        , OM        , 404-97-830648-3  , UW_E_F3_OM_DEH430C_C  , 212645891 , 30.313   , 78.0274           , 4          , 21.516066         , 5             , 21.454883         , 5             
 6        , 100.99.254.114        , OM        , 404-97-591455-61 , UW_E_F5_IM_DEH19B_B    , 151412541 , 30.3214  , 78.03833          , 2          , 29.6209           , 7             , 29.938389         , 7             
 6        , 100.99.254.114        , OM        , 404-97-592402-33 , UW_E_F1_OM_DEH70D_D    , 151654945 , 30.31048 , 78.02806          , 3          , 8.791335999999999 , 3             , 8.778041999999999 , 3             
 6        , 100.99.254.114        , OM        , 404-97-92676-21  , UW_E_T2_OM_DEH421B_B  , 23725077  , 30.31488 , 78.04183999999999 , 1          , 8.773884000000001 , 2             , 8.775499          , 2             
 6        , 100.99.254.114        , ULS       , 404-97-60180-91  , UW_E_T1_HS_DEHM68B_B  , 15406171  , 30.28108 , 77.97629000000001 , 1          , 4.392552          , 1             , 4.398276          , 1             
 6        , 100.99.254.114        , OM        , 404-97-593373-60 , UW_E_F5_OM_DEH117A_A   , 151903548 , 30.31527 , 78.01671          , 1          , 4.387502          , 1             , 4.397085          , 1             
 6        , 100.99.254.114        , OM        , 404-97-91485-4   , UW_E_F3_OM_DEH20D_D   , 23420164  , 30.32111 , 78.0214           , 9          , 87.129418         , 20            , 82.795277         , 20            
 6        , 100.99.254.114        , ULS        , 404-97-60236-90  , UW_E_T1_HS_DEHM89A_A   , 15420506  , 30.30079 , 78.01487          , 1          , 8.793615000000001 , 2             , 8.788948000000001 , 2             
 6        , 100.99.254.114        , ULS        , 404-97-61311-91  , UW_E_T1_HS_DEHM16B_B   , 15695707  , 30.31957 , 78.02862          , 9          , 121.454607        , 28            , 122.691447        , 28            
 6        , 100.99.254.114        , OM        , 404-97-96523-1   , UW_E_F3_OM_DEH88A_A   , 24709889  , 30.31852 , 78.02478000000001 , 14         , 157.733296        , 36            , 158.043214        , 36            
 6        , 100.99.254.114        , OM        , 404-97-93484-2   , UW_E_F3_OM_DEH72B_B    , 23931906  , 30.31823 , 78.03431999999999 , 2          , 8.774104000000001 , 4             , 8.781687999999999 , 4             
 6        , 100.99.254.114        , OM        , 404-97-91643-24  , UW_E_T2_OM_DEH52A_L    , 23460632  , 30.32286 , 78.02835          , 3          , 57.078761         , 13            , 54.91978399999999 , 13            
 6        , 100.99.254.114        , OM         , 404-97-593397-32 , UW_E_F1_OM_DEH126C_C   , 151909664 , 30.32085 , 78.04713          , 1          , 4.393957          , 1             , 4.398894          , 1             
 6        , 100.99.254.114        , OM        , 404-97-591424-36 , UW_E_F1_OM_DEH03A_L    , 151404580 , 30.31747 , 78.02889999999999 , 562        , 3075.004663000001 , 765           , 3141.340969       , 765           
 6        , 100.99.254.114        , OM        , 404-97-593484-61 , UW_E_F5_OM_DEH72B_B   , 151931965 , 30.31823 , 78.03431999999999 , 1          , 4.337435          , 1             , 2.876981          , 1             
 6        , 100.99.254.114        , OM         , 404-97-591640-63 , UW_E_F5_OM_DEH214D_D  , 151459903 , 30.32299 , 78.03310999999999 , 2          , 21.91428          , 5             , 21.167954         , 5             
 6        , 100.99.254.114        , Other     , Other            , Other                  , 24709909  , 0        , 0                 , 29         , 565.058598        , 132           , 564.8507059999999 , 132           
 6        , 100.99.254.114        , OM         , 404-97-93621-90  , UW_E_T1_OM_DEH443A_A   , 23967066  , 30.32498 , 78.06092          , 1          , 4.384369          , 1             , 4.389935          , 1             
 6        , 100.99.254.114        , OM        , 404-97-591789-61 , UW_E_F5_OM_DEH239B_B   , 151498045 , 30.31014 , 78.04235          , 1          , 4.389767          , 1             , 4.372053          , 1             
 6        , 100.99.254.114        , OM        , 404-97-593623-31 , UW_E_F1_OM_DEH329B_B  , 151967519 , 30.31872 , 78.03976          , 1          , 4.386872          , 1             , 4.390224          , 1             
 6        , 100.99.254.114        , OM        , 404-97-896497-3  , UW_ZQ_F3_OM_DEH998C_C , 229503235 , 30.30777 , 78.01737          , 6          , 34.973806         , 10            , 39.405816         , 10            
 6        , 100.99.254.114        , OM        , 404-97-593373-31 , UW_E_F1_OM_DEH117B_B   , 151903519 , 30.31527 , 78.01671          , 1          , 4.311918          , 1             , 0                 , 1             
